"number","action_id","title","layer","script_path","script_sha256","mutation_capable","stores_credentials","stores_target_inventory","evidence"
"3501","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_PRESENCE_SUMMARY_V1","Fabric Switch Inventory Presence Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3501-fabric-switch-inventory-presence-summary.ps1","d8a393c117c2ceb063e1f2a98f996dbbc8520dc41007fe3cd20119beb0215212","False","False","False","safe sanitized evidence only"
"3502","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_STATUS_SUMMARY_V1","Fabric Switch Inventory Status Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3502-fabric-switch-inventory-status-summary.ps1","008e3d72af25fb05ab0b3dd5c812860f658a00e5e8cc27060e88ad6a4b3cbad7","False","False","False","safe sanitized evidence only"
"3503","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_CONFIGURATION_SUMMARY_V1","Fabric Switch Inventory Configuration Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3503-fabric-switch-inventory-configuration-summary.ps1","90cd21b5e6003f28956bc57540aa90e933238c60682ad028ea0bd0f179163b01","False","False","False","safe sanitized evidence only"
"3504","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_COUNT_SUMMARY_V1","Fabric Switch Inventory Count Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3504-fabric-switch-inventory-count-summary.ps1","fe0f9fadbfe6661c8f412b7b88fbacf20838f12cb8081d8680988f40b58fc982","False","False","False","safe sanitized evidence only"
"3505","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_RISK_CATEGORY_SUMMARY_V1","Fabric Switch Inventory Risk Category Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3505-fabric-switch-inventory-risk-category-summary.ps1","94382fadbefe2724fb1b901449871e6376ad1a872f3a3c3fe4f1c1358d0b1f88","False","False","False","safe sanitized evidence only"
"3506","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_EVENT_COUNT_24H_V1","Fabric Switch Inventory Event Count 24h","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3506-fabric-switch-inventory-event-count-24h.ps1","44220f253550d8964a10134a17b82d71324c8fe8fdf08ca816f9d987d8f13fba","False","False","False","safe sanitized evidence only"
"3507","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_EVENT_COUNT_7D_V1","Fabric Switch Inventory Event Count 7d","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3507-fabric-switch-inventory-event-count-7d.ps1","c63b5637fa496444da45733fda3399e69b5a76b355fda4266b28952938f7fbcf","False","False","False","safe sanitized evidence only"
"3508","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_GUIDANCE_PLAN_V1","Fabric Switch Inventory Guidance Plan","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3508-fabric-switch-inventory-guidance-plan.ps1","200e1980c00d316d30427574561a67be6a96bd43f2a43c4262f63c1f191aab8d","False","False","False","safe sanitized evidence only"
"3509","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_QUESTION_PLAN_V1","Fabric Switch Inventory Question Plan","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3509-fabric-switch-inventory-question-plan.ps1","cdcd905e6bc80ab5716d56885234f10e547f37c4799bcf75f4df121f937297c2","False","False","False","safe sanitized evidence only"
"3510","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_FABRIC_SWITCH_INVENTORY_RUNNER_SUMMARY_V1","Fabric Switch Inventory Runner Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3510-fabric-switch-inventory-runner-summary.ps1","602a3762be057056108872c1b2faf48faf1a36b92be0b7d9ba2d0c4f9b3ff9a7","False","False","False","safe sanitized evidence only"
"3511","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_BROCADE_FOS_SUPPORT_POSTURE_PRESENCE_SUMMARY_V1","Brocade Fos Support Posture Presence Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3511-brocade-fos-support-posture-presence-summary.ps1","accbe150fa7b9acfb877f44ea8fdfbac96f3d17e69e600815ef75a152a958896","False","False","False","safe sanitized evidence only"
"3512","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_BROCADE_FOS_SUPPORT_POSTURE_STATUS_SUMMARY_V1","Brocade Fos Support Posture Status Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3512-brocade-fos-support-posture-status-summary.ps1","b9243132e0eeea3f181395e8f5b22146e0e7ab4b2379a68aea6f82462d7b739c","False","False","False","safe sanitized evidence only"
"3513","STORAGE_ENTERPRISE_SAN_FABRIC_EVIDENCE_V1_BROCADE_FOS_SUPPORT_POSTURE_CONFIGURATION_SUMMARY_V1","Brocade Fos Support Posture Configuration Summary","enterprise-san-fabric-evidence-v1","action-layers/windows/storage-admin/enterprise-san-fabric-evidence-v1/scripts/checks/3513-brocade-fos-support-posture-configuration-summary.ps1","744f2e5d69684f3f4e32d6aa0e5a44ff7e69d35d484fd5c1f902d592d4615455","False","False","False","safe sanitized evidence only"
